bill_no,goods_no,qty,process_type,create_time,deadline_time,band
1180816639506370 ,15264,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639506400 ,17134,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639506470 ,17163,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639506670 ,19360,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639506930 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639507190 ,11991,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639507460 ,18637,1,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639507460 ,13925,1,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639507480 ,18566,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639507560 ,13911,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639507710 ,17574,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639507770 ,17574,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639507780 ,17575,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639507800 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639507850 ,13873,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639600380 ,18566,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639600430 ,15366,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639600470 ,17963,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639600650 ,19361,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639600710 ,17244,1,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639600710 ,17788,1,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639600750 ,19361,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639600900 ,14548,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639600940 ,15264,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639600970 ,17134,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639601080 ,18871,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639601120 ,18566,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639601160 ,18566,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639601300 ,11855,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639601360 ,18090,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639601470 ,14885,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639601740 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639601750 ,15881,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639601750 ,19360,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639601870 ,18090,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639602010 ,17182,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639602170 ,15264,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639602190 ,19505,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639602210 ,11958,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639602450 ,15264,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639602700 ,15283,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639602780 ,16252,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639603180 ,15635,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639603190 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639603200 ,18970,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639603350 ,18566,3,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639603360 ,10687,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639603410 ,21033,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639603490 ,14708,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639603670 ,18896,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639603680 ,17369,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639603930 ,18090,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639603990 ,13925,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639604050 ,18642,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639604190 ,13837,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639604230 ,19867,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639604270 ,18119,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639604330 ,18638,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639604420 ,15264,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639604540 ,13925,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639604820 ,15264,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639604970 ,18119,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639605070 ,17575,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639605100 ,17636,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639605110 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639605290 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639605320 ,18871,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639605380 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639605420 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639605460 ,16024,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639605560 ,18885,1,0,2018/8/16 0:00,2018/8/16 23:59,C
1180816639605580 ,14684,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639605970 ,14708,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639605980 ,18970,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639606070 ,20207,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639606100 ,18970,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639606200 ,14274,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639606220 ,14274,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639606250 ,18638,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639606500 ,13676,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639606520 ,17575,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639606640 ,15881,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639606710 ,14274,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639606780 ,14627,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639606800 ,13925,2,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639606810 ,14274,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639606920 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639606940 ,17811,2,1,2018/8/16 0:00,2018/8/16 23:59,C
1180816639606970 ,11271,3,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639607030 ,18638,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639607070 ,18090,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639607150 ,14274,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639607220 ,16505,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639607220 ,17574,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639607230 ,18566,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639607260 ,18119,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639607300 ,13843,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639607410 ,14935,1,1,2018/8/16 0:00,2018/8/16 23:59,C
1180816639607410 ,15366,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639607450 ,14274,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639700000 ,11855,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639700140 ,14472,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639700260 ,17660,1,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639700260 ,18090,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639700260 ,18805,1,1,2018/8/16 0:00,2018/8/16 23:59,C
1180816639700290 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639700570 ,14472,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639700630 ,10687,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639700680 ,13110,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639700770 ,18316,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639700770 ,19360,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639700810 ,16252,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639700810 ,18704,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639700920 ,18566,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639700950 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639700960 ,13843,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639700980 ,17575,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639701020 ,17788,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639701030 ,17575,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639701190 ,13036,1,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639701190 ,18090,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639701390 ,18600,1,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639701390 ,19173,1,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639701560 ,15912,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639701600 ,18053,1,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639701600 ,19677,1,1,2018/8/16 0:00,2018/8/16 23:59,C
1180816639701620 ,11271,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639701850 ,13925,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639701860 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639701880 ,15264,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639701920 ,18566,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639702250 ,17533,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639702380 ,18090,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639702400 ,18660,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639702520 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639702590 ,18639,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639702670 ,15756,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639702820 ,17575,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639703010 ,21034,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639703100 ,18444,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639703120 ,15264,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639703280 ,18090,2,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639703570 ,16406,1,0,2018/8/16 0:00,2018/8/16 23:59,C
1180816639703600 ,10687,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639703610 ,15264,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639703660 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639703730 ,16252,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639703850 ,11990,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639703920 ,15366,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639704040 ,11870,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639704050 ,16350,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639704230 ,19361,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639704250 ,18090,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639704290 ,18090,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639704800 ,17574,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639704900 ,18621,1,0,2018/8/16 0:00,2018/8/16 23:59,C
1180816639705060 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639705270 ,11967,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639705500 ,18806,1,0,2018/8/16 0:00,2018/8/16 23:59,C
1180816639705590 ,11274,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639705680 ,19505,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639705760 ,18119,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639705790 ,18578,1,0,2018/8/16 0:00,2018/8/16 23:59,C
1180816639705850 ,21034,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639705960 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639706100 ,18316,2,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639706300 ,13110,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639706320 ,18642,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639706390 ,14274,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639706560 ,18155,1,0,2018/8/16 0:00,2018/8/16 23:59,C
1180816639706650 ,14706,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639706670 ,18638,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639706690 ,17921,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639706930 ,16505,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639706950 ,17141,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639800020 ,17878,1,1,2018/8/16 0:00,2018/8/16 23:59,C
1180816639800020 ,16362,1,1,2018/8/16 0:00,2018/8/16 23:59,C
1180816639800200 ,13110,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639800210 ,18970,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639800260 ,15264,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639800260 ,17543,1,1,2018/8/16 0:00,2018/8/16 23:59,C
1180816639800260 ,17919,1,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639800290 ,18970,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639800410 ,17134,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639800420 ,15767,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639800530 ,17182,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639800750 ,17182,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639800800 ,18119,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639800830 ,11272,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639800990 ,16351,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639801000 ,18119,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639801050 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639801120 ,17915,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639801200 ,13110,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639801200 ,14318,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639801210 ,14930,1,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639801210 ,17574,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639801210 ,18970,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639801540 ,14274,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639801890 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639802100 ,16198,2,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639802180 ,15366,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639802460 ,12609,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639802750 ,14715,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639802920 ,14409,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639803010 ,20429,1,0,2018/8/16 0:00,2018/8/16 23:59,C
1180816639803410 ,19867,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639803420 ,18897,1,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639803420 ,13110,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639803430 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639803760 ,18566,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639803760 ,18660,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639803850 ,18566,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639803850 ,18947,1,1,2018/8/16 0:00,2018/8/16 23:59,C
1180816639803860 ,17636,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639804100 ,16022,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639804320 ,14274,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639804340 ,16350,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639804400 ,17915,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639804850 ,17533,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639804950 ,16252,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639805010 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639805030 ,18453,1,1,2018/8/16 0:00,2018/8/16 23:59,C
1180816639805030 ,17182,1,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639805080 ,14274,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639805190 ,17198,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639805300 ,14684,2,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639805520 ,16799,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639805660 ,16252,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639805720 ,17182,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639805770 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639805790 ,14548,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639806040 ,18566,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639806060 ,14940,3,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639806080 ,16252,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639806160 ,13925,3,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639806190 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639806200 ,19343,1,0,2018/8/16 0:00,2018/8/16 23:59,C
1180816639806220 ,17915,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639806240 ,14272,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639806340 ,17574,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639806410 ,15767,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639806470 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639806580 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639806650 ,11271,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639806940 ,18642,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639806950 ,18090,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639806980 ,18090,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639806990 ,19505,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639807100 ,19867,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639807140 ,13110,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639807360 ,19867,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639807520 ,13925,5,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639807540 ,19504,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639807710 ,18643,1,0,2018/8/16 0:00,2018/8/16 23:59,C
1180816639807940 ,14274,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639808070 ,18639,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639808120 ,19360,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639808140 ,13676,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639808180 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639808370 ,15881,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639808520 ,16058,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639808660 ,18871,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639808690 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639808840 ,15756,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639808850 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639808890 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639808910 ,17874,1,0,2018/8/16 0:00,2018/8/16 23:59,C
1180816639808930 ,12078,1,0,2018/8/16 0:00,2018/8/16 23:59,C
1180816639808940 ,13110,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639808960 ,15923,3,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639808960 ,19118,1,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639809000 ,11272,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639809010 ,17574,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639900020 ,18119,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639900110 ,16281,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639900190 ,17575,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639900200 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639900260 ,18090,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639900260 ,18473,2,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639900510 ,18409,1,0,2018/8/16 0:00,2018/8/16 23:59,C
1180816639900580 ,14266,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639901010 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639901020 ,18804,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639901020 ,11102,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639901070 ,13925,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639901130 ,16506,1,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639901130 ,21033,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639901170 ,15541,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639901170 ,18090,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639901210 ,18566,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639901310 ,18566,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639901400 ,13385,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639901420 ,15881,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639901420 ,21034,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639901520 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639901560 ,18622,1,0,2018/8/16 0:00,2018/8/16 23:59,C
1180816639901650 ,21034,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639901690 ,18901,1,0,2018/8/16 0:00,2018/8/16 23:59,C
1180816639901800 ,17325,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639901990 ,19505,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639902070 ,15366,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639902170 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639902230 ,13925,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639902270 ,17149,1,0,2018/8/16 0:00,2018/8/16 23:59,C
1180816639902330 ,18262,1,0,2018/8/16 0:00,2018/8/16 23:59,C
1180816639902420 ,17134,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639902650 ,13385,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639902740 ,14318,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639902760 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639902840 ,15366,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639902870 ,17182,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639903110 ,18566,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639903270 ,17574,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639903280 ,18970,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639903400 ,18090,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639903400 ,19289,1,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639903470 ,18090,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639903470 ,18660,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639903780 ,14683,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639903840 ,13925,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639903880 ,15264,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639904010 ,17182,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639904030 ,17575,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639904270 ,18853,1,0,2018/8/16 0:00,2018/8/16 23:59,C
1180816639904390 ,17575,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639904390 ,18804,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639904420 ,15595,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639904450 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639904540 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639904750 ,14277,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639904860 ,19289,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639905040 ,17964,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639905260 ,17533,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639905330 ,11990,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639905360 ,19867,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639905410 ,16645,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639905660 ,17148,1,0,2018/8/16 0:00,2018/8/16 23:59,B
1180816639905780 ,11271,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639905780 ,13031,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816639905930 ,17574,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639906150 ,16624,2,1,2018/8/16 0:00,2018/8/16 23:59,B
1180816639906170 ,18090,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816639906180 ,21033,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816640000040 ,13837,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816640000080 ,14720,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816640000080 ,13110,1,1,2018/8/16 0:00,2018/8/16 23:59,A
1180816640000120 ,18316,1,0,2018/8/16 0:00,2018/8/16 23:59,A
1180816640000160 ,11271,1,0,2018/8/16 0:00,2018/8/16 23:59,A
